24:5,6,4,9,9,9,8,5,4,7,7,8,2,1,7,3,3,9,8,1,4,8,5,5,5,2,9,8,8,8
25:6,2,2,9,8,7,4,3,1,9,3,1,2,1,4,3,1,9,3,9,4,2,1,5,3,2,9,6,3,8
26:2,7,3,5,3,8,3,9,7,2,4,2,2,9,2,5,2,2,4,3,3,9,1,1,8,7,3,8,1,8
27:2,9,6,1,6,5,3,4,6,6,3,5,2,2,3,9,7,8,3,6,8,7,3,1,9,4,5,5,4,4
28:1,2,1,3,7,2,5,9,5,1,8,9,4,2,2,3,7,9,8,1,3,3,9,1,5,6,3,7,9,7
29:7,9,5,5,5,2,9,4,7,3,9,7,7,5,3,6,3,1,1,8,3,5,5,3,8,9,2,1,2,7
30:6,9,7,7,8,2,1,5,9,3,3,6,4,3,9,3,7,7,8,8,2,4,7,8,9,3,2,2,7,4
31:5,8,5,8,6,5,2,1,2,9,4,9,2,1,9,3,2,3,8,5,6,5,5,5,1,8,9,7,6,9
32:3,8,4,5,5,2,5,8,5,3,6,9,1,7,1,3,7,4,8,2,1,8,3,5,1,7,3,7,4,2
33:5,7,9,6,8,9,9,8,9,9,1,9,3,6,2,8,8,9,3,2,3,1,7,7,6,2,9,4,8,8
34:8,8,7,5,6,9,3,1,7,8,8,1,7,6,4,1,1,6,4,9,1,1,5,6,6,8,8,4,6,7
35:3,8,2,5,6,1,8,5,9,9,7,4,6,4,9,5,2,1,2,5,5,3,7,3,5,8,3,9,7,1
36:9,3,4,4,5,8,5,3,8,3,5,4,6,5,9,5,5,4,1,1,6,7,9,8,3,4,9,3,2,9
37:2,1,8,5,1,7,3,2,8,3,3,3,9,4,7,4,7,9,6,6,3,4,9,5,8,8,4,3,3,2
38:9,3,2,4,5,8,5,3,8,3,5,4,6,5,9,5,5,4,1,1,6,7,9,8,3,4,9,3,2,5
39:8,7,8,5,3,3,8,1,1,7,2,1,9,3,8,1,2,7,7,3,7,1,6,1,7,4,2,4,4,3
40:1,8,3,1,3,6,4,8,8,9,2,7,9,8,5,5,4,9,4,1,3,3,5,6,2,5,5,2,5,2
41:9,1,3,1,5,1,5,3,6,9,8,7,6,2,9,2,9,2,5,9,6,8,7,9,7,4,1,8,5,2
42:5,9,8,1,1,4,9,7,7,8,8,4,4,6,4,8,4,4,1,7,3,5,6,9,6,5,2,2,9,6
43:6,2,1,9,6,5,5,3,2,7,7,7,5,8,4,8,5,3,3,1,9,5,5,2,8,4,2,6,4,9
44:7,7,9,6,5,7,4,2,9,8,3,8,1,5,3,9,2,9,7,6,8,8,3,8,6,5,5,9,7,4
45:5,7,9,7,9,8,5,8,4,4,1,2,5,1,3,4,2,3,5,7,4,2,1,9,7,7,9,1,6,1
46:3,3,8,4,7,8,3,9,1,6,8,2,2,6,4,2,7,8,7,1,2,3,3,5,3,3,6,3,8,2
47:1,1,2,3,9,7,9,8,8,4,9,1,4,1,3,4,3,7,5,6,4,7,4,1,2,1,9,2,8,7
48:2,9,6,1,6,5,3,4,6,6,3,5,2,2,3,9,7,8,3,6,8,7,3,1,9,4,5,5,4,6
49:8,7,1,1,4,8,7,8,5,9,7,7,2,7,3,7,5,1,5,7,3,3,7,8,7,7,7,7,4,9
50:3,9,9,2,1,9,1,2,1,7,9,4,8,9,2,8,3,1,8,2,3,3,6,3,5,2,7,8,2,1
51:4,8,4,5,2,5,1,6,7,9,8,1,6,9,6,9,5,6,6,8,5,4,7,5,5,1,6,9,7,1
52:3,1,8,3,5,8,5,2,3,6,1,7,9,8,2,4,8,9,6,6,3,1,1,1,8,6,3,2,5,6
53:9,4,1,1,6,1,7,2,4,3,5,5,5,8,1,3,9,8,6,4,2,9,4,5,3,9,3,8,4,2
54:1,7,1,1,5,8,9,1,6,3,2,2,9,9,1,8,8,7,2,3,7,9,2,5,6,5,3,6,2,8
55:7,8,8,6,4,7,7,2,4,3,5,8,8,3,7,5,6,3,2,3,1,4,8,4,7,1,1,6,1,2
56:9,7,8,3,6,8,7,3,6,3,5,6,7,8,7,2,1,3,2,9,5,2,7,8,8,1,8,6,9,9
57:8,4,2,8,4,7,5,8,1,3,1,6,7,1,5,4,6,1,1,7,8,2,1,1,5,9,8,9,5,2
58:6,9,7,7,8,2,1,5,9,3,3,6,4,3,9,3,7,7,8,8,2,4,7,8,9,3,2,3,7,4
59:2,9,8,7,4,5,8,6,1,4,8,2,5,4,1,2,4,3,8,9,8,3,7,2,1,2,7,7,2,1
60:5,7,3,9,5,2,2,6,6,7,8,3,4,3,2,5,6,3,6,9,2,9,9,2,3,7,7,9,5,2
61:8,3,4,2,4,2,2,6,9,5,5,7,8,6,1,1,7,5,5,6,1,5,6,2,6,6,1,7,4,2
62:3,7,3,5,4,7,4,4,7,7,4,5,4,5,4,7,1,8,1,1,6,9,9,4,6,9,5,7,4,2
63:9,3,2,9,8,2,4,7,7,5,2,6,7,8,5,1,8,9,1,6,5,1,9,6,4,7,3,9,9,9
64:8,4,5,7,7,5,5,3,8,4,1,7,8,2,6,5,4,7,8,5,9,9,5,3,7,5,9,4,2,7
65:7,9,5,5,5,2,9,4,7,3,9,7,7,5,3,6,3,1,1,8,3,5,5,3,8,9,2,1,2,5
66:2,6,4,6,8,6,6,1,8,1,9,9,2,5,2,4,4,4,2,6,1,5,1,9,2,2,5,1,7,3
67:9,7,2,5,2,9,7,6,6,5,2,6,3,7,2,1,3,7,6,7,2,8,1,1,4,7,7,9,5,4
68:4,6,2,3,7,9,6,4,5,2,9,6,9,6,4,8,3,9,1,1,9,3,2,7,9,6,7,9,4,5
69:5,9,2,9,2,8,5,2,8,4,1,4,3,1,1,6,8,6,7,8,5,7,5,6,2,7,1,6,2,8
70:7,1,3,1,8,6,5,9,2,7,8,8,1,3,6,8,6,1,9,8,7,3,5,1,9,1,8,1,2,8
71:8,3,9,1,7,2,3,9,2,1,2,6,8,5,2,2,6,5,9,1,6,7,6,8,3,9,1,2,4,2
72:6,3,6,8,2,2,9,7,2,3,1,4,3,5,3,1,2,2,4,3,2,2,8,7,4,9,2,7,3,3
73:4,8,9,6,4,7,4,7,2,2,4,9,6,6,8,1,3,3,9,7,5,6,9,9,9,2,4,4,1,4
74:2,9,2,3,7,4,2,9,9,9,8,7,4,1,1,7,6,8,2,2,2,8,6,8,6,9,7,7,5,4
75:6,6,2,1,8,4,2,1,8,5,4,8,1,7,2,1,8,6,6,3,7,9,7,9,5,4,5,9,4,3
76:6,9,8,1,5,5,5,9,2,3,6,8,3,9,7,9,6,9,9,4,3,7,8,2,1,9,9,5,7,8
77:9,1,5,3,3,4,8,2,2,4,1,1,7,6,7,6,3,1,9,5,2,1,3,5,1,2,9,5,3,3
78:6,6,2,1,8,4,2,1,8,3,4,8,1,7,2,1,8,6,6,3,7,9,7,9,5,4,5,9,4,9
79:7,7,8,2,1,2,4,2,8,2,8,1,4,6,5,5,4,3,7,8,9,3,6,9,3,6,6,4,7,3
80:9,7,5,4,6,5,8,4,4,4,6,2,5,3,8,4,7,6,6,5,1,7,3,7,6,5,2,6,9,9
81:7,8,8,6,4,7,7,2,4,3,5,8,8,3,7,5,6,3,2,3,1,4,8,4,7,1,1,6,1,6
82:6,6,2,1,8,4,2,1,8,5,4,8,1,7,2,1,8,6,6,3,7,9,7,9,5,4,5,9,4,9
83:9,9,3,6,4,8,2,8,3,9,8,8,3,9,2,1,1,3,1,3,1,6,6,3,7,5,6,6,6,3
84:1,3,1,6,8,9,8,9,7,4,7,4,1,2,3,7,3,2,4,8,2,3,8,1,7,9,7,6,9,9
85:4,6,2,5,6,5,6,7,7,9,1,7,8,3,8,6,9,7,6,8,5,3,9,3,4,3,4,3,1,7
86:5,2,6,6,1,1,7,2,3,6,9,6,5,8,8,4,7,8,5,6,4,2,7,4,1,3,1,4,8,6
87:4,2,3,5,3,5,5,9,9,6,6,1,5,3,8,4,1,7,8,7,1,7,2,7,8,6,5,3,2,6
88:4,9,1,2,3,9,4,1,9,4,7,9,1,5,4,1,3,7,4,7,8,8,8,8,1,4,4,6,5,7
89:3,6,4,1,6,7,7,2,8,6,2,4,4,3,2,2,6,4,4,1,4,5,4,6,2,8,5,8,4,6
90:8,9,3,1,5,4,2,8,9,1,1,7,5,5,6,1,6,3,4,1,6,8,5,9,1,1,9,3,9,2
91:7,8,7,4,2,1,4,6,2,8,4,5,5,7,9,2,6,8,6,5,7,9,6,5,2,6,6,3,5,3
92:5,7,3,9,5,2,2,6,6,7,8,3,4,3,2,5,6,2,6,9,2,9,9,2,3,7,7,9,5,5
93:2,7,3,5,3,8,3,9,7,2,4,2,2,9,2,5,2,2,4,3,3,9,1,1,8,7,3,8,1,8
94:5,6,3,3,2,3,2,5,5,5,9,2,5,4,9,1,5,5,7,4,5,8,6,9,1,4,8,5,7,9
95:6,3,9,5,6,6,3,1,1,1,2,1,3,3,3,2,8,2,9,7,4,1,8,5,4,7,2,8,8,2
96:6,9,2,9,3,4,9,2,4,1,4,1,9,2,4,9,4,4,1,2,4,8,8,2,9,9,1,5,6,1
97:9,7,2,5,2,9,7,6,6,5,3,6,3,7,2,1,3,7,6,7,2,8,1,1,4,7,7,9,5,9
98:3,5,5,3,1,5,1,7,6,8,5,5,7,4,3,1,6,8,9,9,6,6,8,1,7,1,5,5,9,9
99:6,2,7,4,9,4,2,8,5,1,4,2,5,5,7,6,1,6,9,7,3,8,2,5,7,3,7,9,7,2
100:3,8,3,5,2,2,1,9,7,1,6,4,7,3,5,2,7,3,8,1,4,6,4,9,2,6,6,5,1,2
101:4,3,7,9,2,1,7,9,7,2,5,2,4,3,5,4,2,1,1,6,8,6,8,6,4,6,4,5,4,6
102:8,7,2,7,3,2,2,3,6,7,9,3,6,4,4,3,2,6,8,1,8,7,4,2,8,4,2,4,5,9
103:7,7,2,5,8,9,8,6,5,3,4,7,8,6,4,7,4,2,1,9,6,4,9,7,3,7,8,9,9,6
104:9,6,1,3,6,7,3,8,9,8,4,9,3,4,6,9,3,1,5,3,6,4,1,3,9,4,6,6,9,7
105:5,2,3,7,8,9,6,4,5,4,3,6,7,3,3,3,6,5,8,9,8,9,6,2,3,9,9,9,5,8
106:6,4,5,7,2,6,8,9,9,9,5,4,6,5,9,7,7,3,1,8,6,7,4,3,2,3,9,5,4,4
107:5,2,5,5,8,9,8,7,8,5,6,5,7,9,1,3,6,7,6,3,6,8,8,8,1,3,9,3,4,6
108:3,5,3,7,2,8,2,6,8,2,1,6,5,7,9,4,3,7,6,6,4,4,9,8,2,2,1,8,9,2
109:4,3,1,1,2,5,1,2,3,8,7,5,7,1,9,3,4,8,1,7,2,3,2,8,9,4,6,1,8,5
110:4,3,9,9,6,2,1,9,1,5,6,6,4,5,6,4,3,5,7,1,5,6,2,5,1,9,8,3,2,3
111:2,2,4,3,4,9,1,5,3,9,3,6,2,2,7,4,6,9,9,4,6,1,3,1,6,1,2,4,3,3
112:5,8,8,3,2,3,7,5,2,2,7,9,5,4,6,1,7,9,6,7,7,2,8,6,4,4,8,1,2,5
113:2,7,7,5,8,4,2,7,6,8,3,4,3,3,5,5,5,8,1,5,1,6,5,5,1,2,5,2,3,9
114:1,8,2,2,3,1,4,3,3,6,9,1,2,3,6,6,5,9,3,7,4,6,7,7,6,9,7,3,9,8
115:2,6,4,2,8,6,6,1,8,1,9,9,2,5,2,4,4,4,2,6,1,5,1,9,2,2,5,1,7,3
116:5,6,5,3,2,3,2,5,5,5,9,2,5,4,9,1,5,5,7,4,5,8,6,9,1,4,8,5,7,9
117:2,7,3,9,3,8,3,9,7,2,4,2,2,9,2,5,2,2,4,3,3,9,1,1,8,7,3,8,1,8
118:6,1,1,7,8,6,6,9,3,9,7,3,5,2,5,5,8,7,3,6,4,9,7,3,4,3,7,5,7,1
119:1,6,2,6,9,9,5,5,3,8,7,1,8,3,8,6,7,4,9,3,5,7,9,2,1,6,3,2,7,4
120:5,3,7,6,7,9,8,3,3,4,9,9,8,2,3,6,6,7,1,4,4,5,6,4,4,1,9,3,1,8
121:7,8,2,5,3,2,4,9,7,3,8,2,4,4,1,2,5,5,7,3,8,5,8,2,2,1,9,2,5,6
122:9,5,9,3,3,3,1,8,6,5,3,9,3,8,4,9,6,7,6,4,9,4,3,4,8,1,3,8,1,4
123:1,9,7,3,7,9,5,2,4,9,8,2,5,1,1,9,3,5,6,8,4,8,8,7,2,5,3,7,9,9
124:1,9,4,9,9,1,1,6,2,5,5,4,5,9,4,6,7,6,3,9,3,5,9,5,4,6,6,9,3,9
125:3,3,5,4,1,5,6,1,2,2,4,5,2,2,4,1,5,7,4,3,3,5,5,8,1,5,2,5,8,9
126:1,1,2,3,9,7,8,8,8,4,9,1,4,1,3,4,3,7,5,6,4,7,4,1,2,1,9,2,8,4
127:1,6,2,6,9,9,5,5,6,8,7,1,8,3,8,6,7,4,9,3,5,7,9,2,1,6,3,2,7,4
128:1,6,1,5,6,7,2,5,2,1,3,5,6,7,9,8,6,7,2,2,8,4,5,1,5,2,9,3,4,8
129:7,8,9,8,9,1,7,6,5,8,4,4,3,1,1,6,2,6,5,5,6,8,1,8,3,8,6,7,2,2
130:3,3,8,4,7,8,3,9,1,6,8,2,2,7,4,2,7,8,7,1,2,3,3,5,3,3,6,3,8,5
131:5,9,1,4,9,8,5,3,5,4,4,6,8,4,2,5,6,8,9,4,1,8,9,2,2,4,3,3,1,6
132:8,8,6,9,9,5,6,5,2,4,3,4,9,7,7,4,6,4,8,1,7,2,9,3,7,3,1,1,5,9
133:2,7,7,5,8,4,2,7,6,8,3,4,3,3,5,4,5,8,1,5,1,6,5,5,1,2,5,2,3,5
134:6,9,1,3,4,7,4,5,9,5,4,4,8,9,1,3,5,4,5,1,3,1,9,3,6,9,4,7,3,4
135:5,1,2,7,9,8,5,7,1,2,9,7,3,8,1,4,1,5,7,7,2,8,3,5,1,7,4,3,1,1
136:3,8,2,5,6,1,8,5,9,9,7,4,6,4,9,5,2,2,2,5,5,3,7,3,5,8,3,9,7,6
137:6,3,2,1,4,3,7,8,1,9,2,7,9,1,5,1,3,9,2,6,6,2,1,2,2,3,4,7,1,7
138:6,2,7,4,9,4,2,8,5,1,4,2,5,5,7,6,1,6,9,7,3,8,2,5,2,3,7,9,7,1
139:9,6,9,6,1,3,8,2,2,3,2,1,3,2,5,2,1,9,2,9,2,4,2,6,9,1,3,4,9,2
140:9,5,7,6,8,2,7,4,1,8,9,1,2,5,8,3,6,5,2,1,9,3,7,7,7,7,2,1,9,9
141:1,7,2,1,5,1,1,4,9,2,4,7,3,3,4,6,2,4,7,4,7,7,4,2,4,3,6,9,3,8
142:3,8,9,6,4,7,4,7,2,2,4,9,6,6,8,1,3,3,9,7,5,6,9,9,9,2,4,4,1,1
143:5,7,3,9,5,2,2,6,6,7,8,3,4,3,2,5,6,3,6,9,2,9,9,2,3,7,7,9,5,5
144:3,8,2,1,9,4,5,9,5,9,2,4,5,7,1,6,5,7,3,5,4,8,3,7,4,6,9,9,3,9
145:3,6,4,1,6,7,7,2,8,6,2,4,4,3,2,2,6,4,4,1,4,1,4,6,2,8,5,8,4,6
146:3,5,3,9,1,4,6,4,6,3,5,1,1,7,4,6,2,9,4,9,2,1,1,3,7,4,4,9,9,7
147:7,5,2,6,5,8,5,8,3,6,6,2,8,9,3,7,5,7,1,7,5,2,6,4,8,5,8,3,3,2
148:3,9,6,4,4,3,6,6,9,5,4,3,1,8,2,8,5,4,4,7,7,5,7,4,3,2,6,4,6,2
149:6,2,2,7,9,6,7,8,9,3,2,3,4,8,3,3,8,3,5,3,6,3,1,7,2,2,2,4,9,3
150:3,3,5,5,3,9,2,3,4,3,4,7,1,4,7,9,8,9,2,1,4,5,2,6,6,8,3,6,8,3
151:5,8,1,5,3,2,3,7,2,2,4,5,1,1,9,1,5,7,3,6,1,1,8,6,9,8,6,3,8,4
152:8,4,2,8,4,7,5,5,1,3,1,6,7,1,5,4,6,1,1,7,8,2,1,1,5,9,8,9,5,9
153:6,8,1,8,3,6,2,7,9,6,8,3,1,6,9,6,8,2,9,7,7,7,4,8,7,4,8,4,1,2
154:9,8,5,2,3,7,6,5,6,3,3,1,6,9,3,5,1,8,5,4,9,1,6,4,1,1,2,7,6,6
155:9,2,7,7,2,5,9,6,6,4,5,4,6,5,6,9,9,4,2,8,5,1,2,7,5,7,3,5,5,8
156:3,8,3,5,2,2,1,9,7,1,6,4,7,3,5,2,7,3,8,1,4,6,4,9,2,6,6,5,1,5
157:1,8,4,8,2,8,1,6,5,7,7,1,4,9,2,5,4,7,5,2,6,5,9,5,9,8,3,9,5,9
158:8,8,9,9,7,8,2,6,1,7,5,7,1,6,5,8,8,9,7,7,5,7,8,9,8,6,2,5,7,4
159:6,9,1,3,4,7,4,5,9,5,4,4,8,9,1,3,5,4,5,1,3,1,9,3,6,9,4,7,3,2
160:7,3,9,9,1,9,7,8,8,4,3,7,2,9,7,9,6,6,6,3,9,1,3,8,1,8,7,4,4,8
161:8,6,8,5,6,3,8,6,8,4,4,6,3,5,7,3,7,1,8,1,9,4,9,9,9,2,1,4,9,9
162:4,6,2,5,6,5,6,7,7,9,1,7,8,3,8,6,9,7,6,8,5,8,9,3,4,3,4,3,1,7
163:1,1,4,7,6,7,5,6,5,5,1,1,8,8,9,4,9,9,6,3,3,5,1,4,4,4,6,4,2,6
164:4,2,8,9,4,4,1,1,5,7,6,1,4,6,1,7,8,9,1,6,4,3,9,8,6,4,8,1,8,6
165:6,2,7,4,9,4,2,8,5,1,4,2,5,5,7,6,1,6,9,7,3,8,2,5,7,3,7,9,7,1
166:8,3,9,1,7,2,3,9,2,1,2,6,8,5,2,2,6,5,9,1,6,7,8,8,3,9,1,2,4,5
167:8,5,9,8,6,7,2,7,9,9,9,1,9,5,7,6,2,9,7,8,9,5,5,7,3,9,1,3,8,1
168:5,8,5,8,6,5,2,1,2,9,4,9,2,1,9,3,2,3,8,5,1,5,5,5,1,8,9,7,6,5
169:4,5,5,3,8,2,5,6,7,1,7,4,9,4,7,2,5,3,4,5,7,4,3,6,1,1,9,8,3,9
170:1,9,5,7,5,3,1,7,1,8,2,7,1,9,1,3,7,3,8,3,2,7,1,1,8,7,4,9,9,3
171:8,5,4,9,8,6,1,5,5,6,8,5,1,6,5,2,9,3,7,6,9,8,3,3,9,2,1,5,7,2
172:8,6,2,2,9,5,2,1,9,6,6,6,6,2,5,3,9,1,4,1,1,7,8,5,3,4,7,2,4,6
173:7,3,8,1,4,4,9,8,5,1,3,5,5,3,8,9,3,3,3,9,8,9,7,8,7,8,5,9,6,7
174:6,9,1,3,4,7,4,5,9,5,4,4,8,9,1,3,5,4,5,1,3,1,9,3,6,9,4,3,3,4
175:6,6,7,2,1,3,3,9,6,4,4,7,7,5,3,8,8,7,1,3,9,8,7,8,1,3,3,2,5,6
176:9,8,8,5,7,5,6,9,1,6,1,7,7,3,8,9,8,9,7,5,4,9,2,5,5,5,4,3,4,2
177:9,3,4,4,5,8,5,3,8,3,5,4,6,5,9,5,5,4,1,1,6,7,9,8,3,4,9,3,2,5
178:3,7,5,2,4,3,7,3,1,4,2,8,2,2,1,6,6,9,4,1,7,2,5,9,4,3,5,9,6,5
179:9,8,5,2,3,7,6,5,6,3,3,1,6,9,3,5,1,8,5,4,9,1,6,4,1,1,2,7,6,8
180:1,1,6,1,4,9,1,3,9,7,5,9,3,3,8,1,3,7,2,3,6,3,2,8,5,2,4,4,4,4
181:1,7,1,1,5,8,9,1,6,3,2,2,9,9,1,8,8,7,2,3,7,9,2,5,6,5,8,6,2,9
182:9,2,6,8,9,4,3,8,5,6,6,6,2,4,7,9,7,2,2,9,1,2,4,8,7,2,4,2,7,1
183:9,6,3,2,6,4,2,2,5,2,2,5,1,9,9,7,7,9,7,8,4,4,3,6,4,5,5,4,3,3
184:7,8,7,4,8,4,1,2,5,6,7,5,3,3,1,8,2,2,6,2,7,5,6,2,8,6,8,3,6,1
185:6,1,3,3,6,4,6,6,4,1,3,1,5,3,7,2,8,5,3,5,9,2,8,8,6,8,7,5,7,7
186:2,3,2,1,5,4,2,1,2,4,3,7,5,9,7,9,5,1,4,8,4,6,7,7,7,6,7,9,7,1
187:2,7,3,4,5,6,5,5,9,8,6,4,1,5,6,9,8,9,1,3,3,6,6,7,7,2,5,6,8,2
188:3,2,5,4,8,7,7,7,3,9,9,5,5,1,6,4,1,8,6,2,6,8,5,9,2,2,6,2,9,7
189:8,3,4,2,4,2,2,6,9,5,5,7,8,6,1,1,7,5,5,6,7,5,6,2,6,6,1,7,4,6
190:5,7,9,8,7,3,9,1,4,2,5,8,2,4,5,2,2,6,2,9,2,7,9,8,8,5,9,5,4,6
191:5,4,4,5,8,2,4,9,7,2,3,9,5,4,4,3,3,5,1,5,2,4,7,2,1,8,7,2,9,9
192:1,9,7,3,7,9,5,2,4,9,8,2,5,1,1,9,3,5,6,8,4,8,8,7,2,5,3,7,9,6
193:4,6,9,8,3,4,8,9,3,5,4,8,7,7,3,8,6,1,3,3,2,7,6,3,7,2,4,8,2,2
194:1,9,7,3,7,9,5,2,4,9,8,2,5,1,1,9,3,5,6,8,4,8,8,7,2,5,3,7,4,6
195:5,8,7,1,2,1,8,4,7,5,5,2,4,6,2,6,2,3,8,4,1,6,6,9,7,7,6,3,6,7
196:2,2,5,7,9,1,2,6,8,3,9,6,1,8,9,6,9,9,5,4,3,1,2,5,9,3,9,5,5,3
197:7,9,4,1,4,9,4,1,8,6,4,7,1,6,5,9,1,3,3,2,2,6,6,6,2,8,8,2,4,4
198:4,7,6,7,9,5,3,4,3,7,3,4,9,8,2,8,4,4,5,6,8,8,3,8,8,5,2,2,4,2
199:6,1,5,9,8,3,4,9,9,4,4,6,1,6,6,4,6,9,9,4,1,4,7,7,5,5,8,8,1,7
200:2,3,2,7,9,4,3,5,7,7,5,1,4,9,4,8,4,1,3,3,4,4,8,4,1,3,6,8,8,5
201:2,1,8,7,6,4,4,7,5,2,2,8,5,3,8,3,8,8,2,4,3,7,3,2,3,2,6,1,3,3
202:4,3,1,3,8,7,8,4,6,8,9,4,3,1,3,6,4,7,1,4,7,1,2,2,4,7,6,5,6,7
203:3,7,5,2,4,3,7,3,1,4,2,8,2,2,1,6,2,9,4,1,7,2,5,9,4,3,5,9,6,5
204:7,9,9,3,7,7,2,6,3,6,4,1,6,3,1,6,8,2,3,7,8,8,9,5,3,5,8,4,1,2
205:9,6,9,6,1,3,8,2,2,3,2,1,3,2,5,2,1,9,2,9,6,4,2,6,9,1,3,4,9,2
206:5,5,3,9,1,4,9,6,1,7,7,7,1,5,9,5,2,7,1,8,3,1,5,2,3,7,3,5,1,1
207:5,9,2,3,9,7,5,9,8,8,9,2,1,1,6,2,4,7,7,5,7,9,2,7,6,6,4,7,7,1
208:4,5,5,3,8,2,5,6,7,1,7,4,9,4,7,2,5,3,4,5,7,4,3,6,1,1,9,8,3,9
209:5,9,6,6,5,8,9,4,3,7,1,2,8,2,3,8,8,9,4,7,1,8,9,3,9,6,9,4,6,2
210:7,3,8,1,4,4,9,8,5,1,3,5,5,3,1,9,3,3,3,9,8,9,7,8,7,8,5,9,6,7
211:4,3,1,6,5,5,1,7,3,8,5,7,5,6,4,7,2,9,7,6,4,4,4,5,5,7,1,1,1,5
212:4,3,1,1,2,5,1,2,3,8,7,5,7,1,7,3,4,8,1,7,2,3,2,8,9,4,6,1,8,4
213:3,7,3,5,4,7,4,4,7,7,4,5,4,5,4,7,1,8,1,1,6,9,9,4,6,9,5,7,4,8
214:9,2,5,4,3,7,7,1,1,9,7,5,6,3,9,9,4,2,9,2,5,4,8,8,9,9,8,7,4,8
215:3,5,3,9,1,4,6,4,6,3,5,1,1,7,4,6,6,9,4,9,2,1,1,3,7,4,4,9,9,7
216:8,8,7,5,6,9,3,1,7,8,8,1,7,6,4,1,1,6,4,9,1,1,5,6,6,8,8,4,6,7
217:2,6,2,1,3,9,9,9,7,7,9,6,9,4,3,5,6,8,2,1,5,8,5,6,9,8,9,1,6,6
218:3,9,2,4,1,4,4,7,8,3,3,2,7,7,4,4,5,8,8,8,5,1,9,4,2,3,4,4,6,1
219:6,5,5,8,5,4,2,5,5,4,8,9,7,6,3,3,7,8,6,6,7,6,2,8,2,4,2,3,4,8
220:4,4,5,4,5,4,5,5,3,9,8,3,5,4,6,8,7,2,7,3,2,9,3,8,3,2,6,6,5,5
221:1,7,2,1,5,1,1,2,9,2,4,7,3,3,4,6,2,4,7,4,7,7,4,2,4,3,6,9,3,8
222:5,6,4,9,2,9,8,8,5,7,3,8,4,6,5,8,7,8,2,2,7,8,2,3,2,7,2,3,6,8
223:5,4,8,1,6,5,8,2,5,6,3,7,8,1,8,3,5,4,3,9,9,7,3,7,3,9,4,4,9,9
224:3,7,6,3,1,5,2,3,6,5,1,6,2,6,2,3,5,6,7,9,7,5,3,7,4,5,6,6,4,6
225:7,8,1,3,2,5,5,7,6,3,2,4,8,3,7,5,9,1,9,1,8,4,1,2,6,4,3,7,7,7
